#OTU_ID	taxonomy
OTU_266296	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_267282	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_268784	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_268785	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_268786	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_268787	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_268791	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_271444	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_271773	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_271774	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_271775	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_271776	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_271792	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_271827	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_272513	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_274099	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_274135	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_274152	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_274850	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_274852	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_274854	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_274865	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_274867	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_274870	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_274872	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_274873	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_274874	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_274875	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_274876	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_274877	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_274880	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_274881	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_274884	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_275179	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_275181	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_275183	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_276804	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_276806	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_276811	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_278795	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_278812	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_278814	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_278817	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_278830	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_278858	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_278859	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_278864	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_278868	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_278869	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_278879	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_278880	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_278882	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_278957	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_278966	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_278971	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_278976	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_278979	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_279037	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_279038	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_279048	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_279093	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_279919	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_279932	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_279933	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_279934	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_279935	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_279936	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_279937	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_279938	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_280530	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_280746	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_281372	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_281375	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_281382	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_281387	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_281393	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_281398	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_281399	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_281400	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_281402	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_281411	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_281412	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_281415	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_281417	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_281421	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_281422	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_281423	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_281424	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_281428	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_281458	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_281643	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_282010	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_282150	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_282301	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_283607	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_284013	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_287723	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_287790	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_287794	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_287813	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_287814	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_287853	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_287858	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_287861	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_287867	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_287872	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_287932	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_287942	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_287943	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_289380	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_291010	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_291018	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_291083	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_291086	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_291087	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_291088	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_291109	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_291112	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_291114	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_291119	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_291122	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_292023	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_292024	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_292041	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_296843	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_296846	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_296854	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_296861	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_296869	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_296883	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_296884	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_296885	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_296888	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_296889	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_296890	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_296891	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_296905	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_296909	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_296973	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_296990	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_296991	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_296998	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_296999	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297001	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297003	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297004	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297006	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297007	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297009	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297025	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297027	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297028	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297029	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297030	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297038	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297039	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297040	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297041	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297042	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297043	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297044	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297045	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297046	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297047	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297048	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297049	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297051	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297053	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297054	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297055	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297069	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297077	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297079	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297082	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297094	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297096	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297097	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297098	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297099	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297496	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297497	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_297509	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_298447	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_298478	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_298479	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
OTU_298481	k__Eukaryota, p__Arthropoda, c__Hexanauplia, o__Calanoida, f__Aetideidae, g__Undeuchaeta, s__Undeuchaeta major
