V1;V3,V4,V5,V6,V7,V8,V9
OTU_348275;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda', 'Portunidae','g_','s_']
OTU_348394;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda', 'Portunidae','g_','s_']
OTU_360081;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda', 'Portunidae','g_','s_']
OTU_3968;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda', 'Portunidae', 'Callinectes','s_']
OTU_18570;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda', 'Portunidae', 'Callinectes','s_']
OTU_25955;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda', 'Portunidae', 'Callinectes','s_']
OTU_34172;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda', 'Portunidae', 'Callinectes','s_']
OTU_38153;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda', 'Portunidae', 'Callinectes','s_']
OTU_119965;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda', 'Portunidae', 'Callinectes','s_']
OTU_186362;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda', 'Portunidae', 'Callinectes','s_']
OTU_186427;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda', 'Portunidae', 'Callinectes','s_']
OTU_186468;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda', 'Portunidae', 'Callinectes','s_']
OTU_211452;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda', 'Portunidae', 'Callinectes','s_']
OTU_2628;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda','f_','g_','s_']
OTU_9468;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda','f_','g_','s_']
OTU_11849;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda','f_','g_','s_']
OTU_14426;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda','f_','g_','s_']
OTU_15769;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda','f_','g_','s_']
OTU_15770;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda','f_','g_','s_']
OTU_18359;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda','f_','g_','s_']
OTU_19410;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda','f_','g_','s_']
OTU_20601;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda','f_','g_','s_']
OTU_22037;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda','f_','g_','s_']
OTU_22042;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda','f_','g_','s_']
OTU_23114;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda','f_','g_','s_']
OTU_23772;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda','f_','g_','s_']
OTU_25619;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda','f_','g_','s_']
OTU_30497;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda','f_','g_','s_']
OTU_37385;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda','f_','g_','s_']
OTU_42447;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda','f_','g_','s_']
OTU_56996;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda','f_','g_','s_']
OTU_113130;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda','f_','g_','s_']
OTU_113194;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda','f_','g_','s_']
OTU_171873;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda','f_','g_','s_']
OTU_348715;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda','f_','g_','s_']
OTU_349032;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda','f_','g_','s_']
OTU_86531;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda', 'Xanthidae','g_','s_']
OTU_114882;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Decapoda', 'Xanthidae','g_','s_']
OTU_21496;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Euphausiacea', 'Euphausiidae','g_','s_']
OTU_181484;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Euphausiacea', 'Euphausiidae','g_','s_']
OTU_42649;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Euphausiacea', 'Euphausiidae', 'Euphausia','s_']
OTU_114976;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Euphausiacea', 'Euphausiidae', 'Euphausia','s_']
OTU_170587;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Euphausiacea', 'Euphausiidae', 'Euphausia','s_']
OTU_202085;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Euphausiacea', 'Euphausiidae', 'Euphausia','s_']
OTU_302808;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Euphausiacea', 'Euphausiidae', 'Euphausia','s_']
OTU_302809;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Euphausiacea', 'Euphausiidae', 'Euphausia','s_']
OTU_356988;['Eukaryota', 'Arthropoda', 'Malacostraca', 'Euphausiacea', 'Euphausiidae', 'Euphausia','s_']
OTU_12;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_14;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_176;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_373;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_735;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_751;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_966;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_1464;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_1493;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_1625;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_1669;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_1774;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_1921;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_1932;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_2226;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_2358;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_2459;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_2984;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_3388;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_3462;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_3520;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_3729;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_3889;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_3896;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_3991;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_4007;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_4008;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_4213;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_4316;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_4516;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_5140;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_5655;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_5948;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_6791;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_7557;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_7665;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_7736;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_7813;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_8949;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_9103;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_9352;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_10095;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_10645;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_10650;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_11265;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_11277;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_11278;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_11373;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_12477;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_13922;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_14187;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_15128;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_15485;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_15840;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_18131;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_19478;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_19479;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_19564;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_20027;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_20661;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_24027;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_24931;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_24942;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_25212;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_27865;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_28185;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_28186;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_28325;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_31011;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_33468;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_33802;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_34257;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_34530;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_35993;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_36252;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_36519;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_37972;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_38175;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_38674;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_40085;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_40232;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_40257;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_42793;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_43378;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_43445;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_43453;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_45795;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_45798;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_47093;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_47152;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_47196;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_49524;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_49888;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_50074;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_50814;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_53578;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_53958;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_53960;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_54983;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_55095;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_55102;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_55388;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_57265;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_57826;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_58662;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_58714;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_58804;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_58805;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_63342;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_64162;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_64504;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_66011;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_66300;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_68650;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_70969;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_71092;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_71105;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_71121;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_77142;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_77143;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_77261;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_77270;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_78131;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_78141;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_78605;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_79209;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_79334;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_81392;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_81747;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_81750;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_81795;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_81799;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_84911;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_85879;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_86722;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_86725;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_89422;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_90036;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_99029;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_102113;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_102115;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_103277;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_103679;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_103998;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_104129;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_104923;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_104970;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_106869;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_107229;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_107349;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_107441;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_107455;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_107550;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_107551;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_112315;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_115190;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_115196;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_115303;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_115304;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_115305;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_115319;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_115933;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_115934;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_120174;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_120216;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_120292;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_120293;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_120321;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_120550;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_120658;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_121004;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_121224;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_121377;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_121482;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_121485;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_121500;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_121504;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_121679;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_124244;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_126607;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_142816;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_143044;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_145547;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_146044;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_146045;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_146702;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_146712;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_146729;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_146743;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_146745;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_146769;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_147112;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_147541;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_147542;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_147544;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_147546;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_147548;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_149869;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_150292;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_152223;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_152224;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_153779;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_155803;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_155883;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_156735;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_157077;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_157078;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_157101;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_157791;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_157849;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_157892;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_158240;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_158564;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_166528;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_171235;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_175399;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_175494;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
OTU_176014;['Eukaryota', 'Arthropoda', 'Hexanauplia', 'Calanoida','f_','g_','s_']
