"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU_73993","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_73996","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_73997","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_73998","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_73999","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_7400","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Euphausia","Euphausia eximia"
"OTU_74000","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74015","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74016","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74017","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74019","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74051","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74053","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74055","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74057","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74058","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74060","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74061","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74063","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74064","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74065","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74066","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74067","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74068","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74069","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74070","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74071","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74072","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74075","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74079","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74080","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74081","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74082","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74083","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74084","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74085","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74086","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74087","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74088","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74089","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74090","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74091","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74092","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74093","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74094","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74095","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74096","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74097","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74098","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74099","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_7410","Eukaryota","Mollusca","Gastropoda","Thecosomata","Creseidae","g_","s_"
"OTU_74100","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74101","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74103","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74104","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74105","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74106","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74107","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74108","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74109","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_7411","Eukaryota","Mollusca","Gastropoda","Thecosomata","Creseidae","g_","s_"
"OTU_74110","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74111","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74112","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74114","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74115","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74119","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74120","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74122","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74123","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74124","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74125","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74128","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74129","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74131","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74133","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74135","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74137","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74146","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74147","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74148","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74152","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74154","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74156","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74159","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74169","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74170","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74172","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74174","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74175","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74177","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74178","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74179","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74182","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74183","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74185","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74186","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74187","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74188","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74190","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74193","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74197","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74198","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_742","","","","","","",""
"OTU_74202","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74206","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74207","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74212","Eukaryota","p_","c_","o_","f_","g_","s_"
"OTU_74215","Eukaryota","Ascomycota","Leotiomycetes","unknown","unknown","g_","s_"
"OTU_74249","Eukaryota","Mollusca","Gastropoda","Littorinimorpha","unknown","Atlanta","Atlanta inclinata"
"OTU_74259","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","g_","s_"
"OTU_7435","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74354","Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","g_","s_"
"OTU_7437","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74380","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Stephanodiscaceae","g_","s_"
"OTU_74422","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74426","Eukaryota","Chordata","Appendicularia","unknown","Oikopleuridae","g_","s_"
"OTU_74427","Eukaryota","Chordata","Appendicularia","unknown","Oikopleuridae","g_","s_"
"OTU_74467","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Eucalanus","Eucalanus subtenuis"
"OTU_745","Eukaryota","Mollusca","Gastropoda","o_","f_","g_","s_"
"OTU_74533","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74542","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74543","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Eucalanus","Eucalanus subtenuis"
"OTU_74559","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74566","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","Subeucalanus subtenuis"
"OTU_7458","Eukaryota","unknown","unknown","Isochrysidales","Noelaerhabdaceae","g_","s_"
"OTU_74590","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74592","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_746","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Clausocalanidae","g_","s_"
"OTU_7460","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Tortanidae","g_","s_"
"OTU_7461","Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea scottodicarloi"
"OTU_74629","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74632","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74637","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74642","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74677","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74678","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_74682","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74706","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_7474","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus furcatus"
"OTU_74791","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_748","Eukaryota","Cnidaria","Hydrozoa","Leptothecata","Campanulariidae","g_","s_"
"OTU_7485","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_74861","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74878","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74879","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74880","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74882","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74885","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_7491","Eukaryota","unknown","Dinophyceae","o_","f_","g_","s_"
"OTU_74919","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74929","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Eucalanus","Eucalanus subtenuis"
"OTU_74970","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_74986","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_75","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","g_","s_"
"OTU_75047","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_75060","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_75061","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_75071","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_751","Eukaryota","Arthropoda","Hexanauplia","Calanoida","f_","g_","s_"
"OTU_75150","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_75169","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_752","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis","Nematoscelis gracilis"
"OTU_75201","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_75210","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_75228","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_75253","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Eucalanus","Eucalanus subtenuis"
"OTU_75257","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Eucalanus","Eucalanus subtenuis"
"OTU_7526","Eukaryota","Arthropoda","Malacostraca","Decapoda","f_","g_","s_"
"OTU_75266","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_75273","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Eucalanus","Eucalanus subtenuis"
"OTU_75281","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Eucalanus","Eucalanus subtenuis"
"OTU_753","Eukaryota","Mollusca","Gastropoda","Neogastropoda","Turridae","g_","s_"
"OTU_75306","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_75308","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_75329","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_7534","Eukaryota","Arthropoda","Malacostraca","Decapoda","Portunidae","g_","s_"
"OTU_75358","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_75362","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_754","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_75404","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Eucalanus","Eucalanus subtenuis"
"OTU_75516","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_75532","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_75539","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_75543","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Eucalanus","Eucalanus subtenuis"
"OTU_75545","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Eucalanus","Eucalanus subtenuis"
"OTU_75547","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_75548","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Eucalanus","Eucalanus subtenuis"
"OTU_75549","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Eucalanus","s_"
"OTU_75550","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","Subeucalanus subtenuis"
"OTU_75551","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_75552","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Eucalanus","Eucalanus subtenuis"
"OTU_75553","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Eucalanus","Eucalanus subtenuis"
"OTU_75554","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_75555","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_7557","Eukaryota","Arthropoda","Hexanauplia","Calanoida","f_","g_","s_"
"OTU_7558","not assigned","not assigned","not assigned","not assigned","not assigned","g_","s_"
"OTU_7559","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Calanidae","g_","s_"
"OTU_7560","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta","s_"
"OTU_7561","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta","s_"
"OTU_7562","Eukaryota","p_","c_","o_","f_","g_","s_"
"OTU_7563","Eukaryota","Arthropoda","Malacostraca","Decapoda","Portunidae","g_","s_"
"OTU_75671","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_75690","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Subeucalanus","s_"
"OTU_75693","","","","","","",""
"OTU_75704","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_7571","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta","s_"
"OTU_75716","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_7572","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta","s_"
"OTU_7575","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","f_","g_","s_"
"OTU_758","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Acartiidae","Acartia","s_"
"OTU_7584","Eukaryota","Arthropoda","Malacostraca","Decapoda","Portunidae","g_","s_"
"OTU_759","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Peltidiidae","g_","s_"
"OTU_7593","Eukaryota","Arthropoda","Malacostraca","Decapoda","Portunidae","g_","s_"
"OTU_7594","Eukaryota","Arthropoda","Malacostraca","Decapoda","Portunidae","g_","s_"
"OTU_7595","Eukaryota","Mollusca","Gastropoda","Thecosomata","Creseidae","g_","s_"
"OTU_7596","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Euchaetidae","g_","s_"
"OTU_76","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Lensia","Lensia campanella"
"OTU_7602","Eukaryota","Mollusca","Gastropoda","unknown","Aplysiidae","Aplysia","Aplysia californica"
"OTU_7606","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Eucalanus","Eucalanus inermis"
"OTU_7614","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_7622","Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Paraconchoecia","Paraconchoecia allotherium"
"OTU_7623","Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","g_","s_"
"OTU_7626","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Euchaetidae","Euchaeta","Euchaeta indica"
"OTU_763","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta","s_"
"OTU_7634","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus arcuicornis"
"OTU_7635","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","Euchirella","Euchirella pulchra"
"OTU_764","","","","","","",""
"OTU_76493","","","","","","",""
"OTU_765","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","Paracalanus","s_"
"OTU_7651","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus minor"
"OTU_7652","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus minor"
"OTU_76524","","","","","","",""
"OTU_76567","","","","","","",""
"OTU_76589","","","","","","",""
"OTU_76596","","","","","","",""
"OTU_76649","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Pseudodiaptomidae","Pseudodiaptomus","Pseudodiaptomus marinus"
"OTU_7665","Eukaryota","Arthropoda","Hexanauplia","Calanoida","f_","g_","s_"
"OTU_76659","","","","","","",""
"OTU_76663","","","","","","",""
"OTU_76698","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus parapergens"
"OTU_767","Eukaryota","Arthropoda","Hexanauplia","Sessilia","f_","g_","s_"
"OTU_76709","","","","","","",""
"OTU_76754","","","","","","",""
"OTU_76771","","","","","","",""
"OTU_768","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","g_","s_"
"OTU_76801","","","","","","",""
"OTU_76823","","","","","","",""
"OTU_76846","","","","","","",""
"OTU_76851","","","","","","",""
"OTU_76879","","","","","","",""
"OTU_76882","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_76968","","","","","","",""
"OTU_7699","Eukaryota","Mollusca","Gastropoda","Thecosomata","Creseidae","g_","s_"
"OTU_77","Eukaryota","Cnidaria","Hydrozoa","Trachymedusae","Rhopalonematidae","g_","s_"
"OTU_7700","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","g_","s_"
"OTU_77010","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","Paracalanus","s_"
"OTU_77011","","","","","","",""
"OTU_77013","","","","","","",""
"OTU_77015","","","","","","",""
"OTU_7702","Eukaryota","Chordata","Thaliacea","Doliolida","Doliolidae","g_","s_"
"OTU_77029","","","","","","",""
"OTU_77035","","","","","","",""
"OTU_77039","","","","","","",""
"OTU_7705","not assigned","not assigned","not assigned","not assigned","not assigned","not assigned","not assigned"
"OTU_77074","","","","","","",""
"OTU_771","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","g_","s_"
"OTU_77126","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_77139","Eukaryota","Chlorophyta","Nephroselmidophyceae","unknown","unknown","g_","s_"
"OTU_77140","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","g_","s_"
"OTU_77141","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_77142","Eukaryota","Arthropoda","Hexanauplia","Calanoida","f_","g_","s_"
"OTU_77143","Eukaryota","Arthropoda","Hexanauplia","Calanoida","f_","g_","s_"
"OTU_7718","","","","","","",""
"OTU_77247","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus furcatus"
"OTU_77248","Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","g_","s_"
"OTU_77255","","","","","","",""
"OTU_77258","not assigned","not assigned","not assigned","not assigned","not assigned","g_","s_"
"OTU_77259","Eukaryota","Cnidaria","Hydrozoa","Narcomedusae","f_","g_","s_"
"OTU_77261","Eukaryota","Arthropoda","Hexanauplia","Calanoida","f_","g_","s_"
"OTU_77262","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Aetideidae","g_","s_"
"OTU_77269","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Calocalanidae","Calocalanus","Calocalanus pavo"
